id,student_id,transport_id,datum,afstand_km,status
1951,391,9,2026-02-20,21,Te laat
1952,391,4,2026-05-22,21,Afwezig
1953,391,6,2026-05-08,21,Aanwezig
1954,391,2,2026-02-17,21,Te laat
1955,391,1,2026-02-10,21,Afwezig
1956,392,8,2026-06-08,2,Aanwezig
1957,392,9,2026-05-19,2,Aanwezig
1958,392,6,2026-03-15,2,Aanwezig
1959,392,4,2026-06-22,2,Afwezig
1960,392,1,2026-01-23,2,Afwezig
1961,393,6,2026-02-19,3,Afwezig
1962,393,7,2026-01-21,3,Te laat
1963,393,3,2026-06-29,3,Te laat
1964,393,3,2026-02-14,3,Te laat
1965,393,2,2026-04-27,3,Afwezig
1966,394,10,2026-02-03,2,Afwezig
1967,394,6,2026-01-07,2,Afwezig
1968,394,6,2026-01-08,2,Te laat
1969,394,5,2026-06-18,2,Te laat
1970,394,3,2026-04-30,2,Afwezig
1971,395,10,2026-01-21,5,Aanwezig
1972,395,2,2026-04-16,5,Afwezig
1973,395,3,2026-04-27,5,Aanwezig
1974,395,3,2026-05-24,5,Afwezig
1975,395,6,2026-05-14,5,Afwezig
1976,396,3,2026-05-25,22,Afwezig
1977,396,7,2026-01-15,22,Aanwezig
1978,396,6,2026-05-17,22,Afwezig
1979,396,3,2026-04-15,22,Afwezig
1980,396,6,2026-06-26,22,Te laat
1981,397,8,2026-05-01,22,Afwezig
1982,397,10,2026-05-31,22,Afwezig
1983,397,7,2026-04-06,22,Afwezig
1984,397,5,2026-02-27,22,Afwezig
1985,397,3,2026-02-28,22,Afwezig
1986,398,9,2026-05-20,37,Te laat
1987,398,8,2026-01-02,37,Afwezig
1988,398,9,2026-03-22,37,Afwezig
1989,398,2,2026-04-19,37,Aanwezig
1990,398,6,2026-06-29,37,Afwezig
1991,399,2,2026-04-19,15,Afwezig
1992,399,6,2026-03-19,15,Aanwezig
1993,399,10,2026-03-03,15,Te laat
1994,399,8,2026-05-23,15,Te laat
1995,399,8,2026-02-27,15,Te laat
1996,400,1,2026-01-14,22,Afwezig
1997,400,5,2026-06-16,22,Afwezig
1998,400,10,2026-06-15,22,Te laat
1999,400,2,2026-04-02,22,Aanwezig
2000,400,2,2026-02-19,22,Aanwezig
2001,401,3,2026-02-26,22,Te laat
2002,401,6,2026-02-21,22,Aanwezig
2003,401,3,2026-04-19,22,Afwezig
2004,401,2,2026-02-16,22,Te laat
2005,401,4,2026-05-15,22,Aanwezig
2006,402,1,2026-02-16,40,Te laat
2007,402,6,2026-02-10,40,Te laat
2008,402,4,2026-05-15,40,Afwezig
2009,402,8,2026-06-09,40,Afwezig
2010,402,9,2026-02-20,40,Aanwezig
2011,403,9,2026-05-30,36,Te laat
2012,403,3,2026-06-01,36,Aanwezig
2013,403,9,2026-02-13,36,Aanwezig
2014,403,9,2026-02-03,36,Te laat
2015,403,7,2026-01-11,36,Aanwezig
2016,404,10,2026-01-10,6,Te laat
2017,404,4,2026-06-05,6,Te laat
2018,404,8,2026-01-08,6,Aanwezig
2019,404,4,2026-02-15,6,Afwezig
2020,404,10,2026-03-29,6,Te laat
2021,405,4,2026-05-13,12,Afwezig
2022,405,5,2026-04-10,12,Afwezig
2023,405,10,2026-04-09,12,Afwezig
2024,405,1,2026-04-14,12,Te laat
2025,405,3,2026-01-31,12,Te laat
2026,406,4,2026-05-09,16,Te laat
2027,406,8,2026-03-28,16,Te laat
2028,406,7,2026-05-18,16,Afwezig
2029,406,3,2026-02-19,16,Afwezig
2030,406,8,2026-05-31,16,Afwezig
2031,407,9,2026-03-14,36,Afwezig
2032,407,7,2026-05-09,36,Te laat
2033,407,8,2026-02-04,36,Aanwezig
2034,407,9,2026-03-30,36,Te laat
2035,407,2,2026-01-13,36,Afwezig
2036,408,7,2026-05-04,34,Te laat
2037,408,5,2026-06-20,34,Aanwezig
2038,408,5,2026-01-18,34,Te laat
2039,408,8,2026-04-14,34,Te laat
2040,408,4,2026-04-17,34,Te laat
2041,409,3,2026-05-02,40,Te laat
2042,409,9,2026-03-16,40,Afwezig
2043,409,10,2026-05-18,40,Te laat
2044,409,6,2026-03-05,40,Afwezig
2045,409,1,2026-04-23,40,Afwezig
2046,410,3,2026-03-08,8,Aanwezig
2047,410,9,2026-01-28,8,Te laat
2048,410,6,2026-01-06,8,Aanwezig
2049,410,2,2026-06-09,8,Aanwezig
2050,410,7,2026-02-12,8,Te laat
2051,411,1,2026-05-26,31,Aanwezig
2052,411,1,2026-02-11,31,Te laat
2053,411,6,2026-02-14,31,Aanwezig
2054,411,1,2026-01-20,31,Aanwezig
2055,411,4,2026-04-04,31,Te laat
2056,412,2,2026-02-26,31,Te laat
2057,412,1,2026-04-05,31,Afwezig
2058,412,7,2026-04-18,31,Aanwezig
2059,412,9,2026-05-15,31,Aanwezig
2060,412,6,2026-05-02,31,Afwezig
2061,413,6,2026-04-22,19,Te laat
2062,413,4,2026-03-18,19,Aanwezig
2063,413,2,2026-04-08,19,Afwezig
2064,413,10,2026-02-26,19,Afwezig
2065,413,4,2026-02-05,19,Aanwezig
2066,414,3,2026-01-27,18,Afwezig
2067,414,5,2026-05-07,18,Te laat
2068,414,2,2026-01-05,18,Afwezig
2069,414,5,2026-01-05,18,Afwezig
2070,414,4,2026-06-04,18,Aanwezig
2071,415,1,2026-03-03,22,Te laat
2072,415,6,2026-01-16,22,Te laat
2073,415,4,2026-03-28,22,Te laat
2074,415,10,2026-05-06,22,Aanwezig
2075,415,6,2026-02-16,22,Te laat
2076,416,3,2026-02-07,4,Aanwezig
2077,416,10,2026-04-22,4,Te laat
2078,416,8,2026-06-03,4,Te laat
2079,416,6,2026-05-17,4,Afwezig
2080,416,3,2026-01-02,4,Aanwezig
2081,417,8,2026-03-18,36,Te laat
2082,417,1,2026-03-11,36,Te laat
2083,417,4,2026-06-20,36,Aanwezig
2084,417,7,2026-05-21,36,Aanwezig
2085,417,10,2026-01-03,36,Afwezig
2086,418,2,2026-03-31,24,Aanwezig
2087,418,1,2026-04-19,24,Aanwezig
2088,418,4,2026-01-22,24,Aanwezig
2089,418,9,2026-04-05,24,Aanwezig
2090,418,7,2026-01-03,24,Afwezig
2091,419,9,2026-02-23,22,Aanwezig
2092,419,3,2026-04-29,22,Afwezig
2093,419,10,2026-06-15,22,Te laat
2094,419,6,2026-01-12,22,Te laat
2095,419,8,2026-01-18,22,Afwezig
2096,420,5,2026-06-20,11,Afwezig
2097,420,3,2026-01-16,11,Te laat
2098,420,3,2026-05-02,11,Te laat
2099,420,5,2026-04-25,11,Afwezig
2100,420,6,2026-01-07,11,Afwezig
2101,421,5,2026-04-15,11,Aanwezig
2102,421,1,2026-04-17,11,Aanwezig
2103,421,4,2026-03-04,11,Aanwezig
2104,421,8,2026-05-08,11,Aanwezig
2105,421,1,2026-03-08,11,Aanwezig
2106,422,10,2026-04-19,5,Aanwezig
2107,422,6,2026-05-18,5,Aanwezig
2108,422,9,2026-02-27,5,Aanwezig
2109,422,9,2026-01-05,5,Afwezig
2110,422,6,2026-02-06,5,Aanwezig
2111,423,6,2026-01-22,23,Aanwezig
2112,423,3,2026-01-15,23,Te laat
2113,423,9,2026-04-10,23,Afwezig
2114,423,5,2026-02-06,23,Afwezig
2115,423,3,2026-05-03,23,Afwezig
2116,424,6,2026-06-09,17,Te laat
2117,424,10,2026-03-14,17,Te laat
2118,424,3,2026-01-18,17,Afwezig
2119,424,5,2026-06-12,17,Te laat
2120,424,5,2026-01-02,17,Te laat
2121,425,3,2026-04-14,25,Afwezig
2122,425,8,2026-03-19,25,Afwezig
2123,425,9,2026-03-25,25,Te laat
2124,425,8,2026-01-09,25,Aanwezig
2125,425,6,2026-06-20,25,Te laat
2126,426,4,2026-05-18,28,Afwezig
2127,426,9,2026-02-15,28,Aanwezig
2128,426,7,2026-03-06,28,Aanwezig
2129,426,10,2026-02-27,28,Aanwezig
2130,426,1,2026-03-27,28,Aanwezig
2131,427,4,2026-04-14,6,Aanwezig
2132,427,9,2026-03-26,6,Te laat
2133,427,8,2026-02-19,6,Afwezig
2134,427,8,2026-03-30,6,Te laat
2135,427,9,2026-06-05,6,Te laat
2136,428,7,2026-05-04,36,Aanwezig
2137,428,5,2026-01-16,36,Aanwezig
2138,428,4,2026-02-09,36,Afwezig
2139,428,1,2026-01-12,36,Aanwezig
2140,428,8,2026-02-17,36,Afwezig
2141,429,6,2026-05-14,2,Te laat
2142,429,7,2026-05-06,2,Aanwezig
2143,429,9,2026-01-02,2,Aanwezig
2144,429,5,2026-03-10,2,Te laat
2145,429,2,2026-06-07,2,Te laat
2146,430,9,2026-03-11,24,Afwezig
2147,430,8,2026-01-01,24,Afwezig
2148,430,10,2026-06-27,24,Aanwezig
2149,430,9,2026-06-05,24,Te laat
2150,430,4,2026-01-29,24,Afwezig
2151,431,3,2026-04-04,30,Afwezig
2152,431,4,2026-05-20,30,Te laat
2153,431,3,2026-05-10,30,Aanwezig
2154,431,9,2026-03-08,30,Afwezig
2155,431,8,2026-01-23,30,Te laat
2156,432,7,2026-02-06,27,Te laat
2157,432,6,2026-05-04,27,Te laat
2158,432,10,2026-05-29,27,Te laat
2159,432,10,2026-06-16,27,Te laat
2160,432,3,2026-02-20,27,Aanwezig
2161,433,2,2026-01-29,26,Te laat
2162,433,7,2026-06-01,26,Afwezig
2163,433,3,2026-05-27,26,Aanwezig
2164,433,8,2026-01-24,26,Afwezig
2165,433,5,2026-03-28,26,Afwezig
2166,434,6,2026-04-06,4,Afwezig
2167,434,5,2026-03-01,4,Afwezig
2168,434,2,2026-06-29,4,Afwezig
2169,434,4,2026-02-15,4,Aanwezig
2170,434,5,2026-01-19,4,Aanwezig
2171,435,1,2026-04-25,28,Te laat
2172,435,9,2026-02-18,28,Te laat
2173,435,8,2026-02-22,28,Afwezig
2174,435,3,2026-03-14,28,Afwezig
2175,435,9,2026-04-20,28,Afwezig
2176,436,1,2026-04-28,13,Te laat
2177,436,5,2026-01-10,13,Afwezig
2178,436,1,2026-06-29,13,Aanwezig
2179,436,2,2026-03-10,13,Te laat
2180,436,1,2026-01-12,13,Te laat
2181,437,8,2026-02-24,4,Aanwezig
2182,437,8,2026-05-18,4,Afwezig
2183,437,2,2026-03-20,4,Aanwezig
2184,437,10,2026-03-02,4,Te laat
2185,437,7,2026-05-01,4,Afwezig
2186,438,3,2026-03-02,24,Aanwezig
2187,438,4,2026-05-08,24,Te laat
2188,438,5,2026-06-11,24,Aanwezig
2189,438,9,2026-04-13,24,Afwezig
2190,438,2,2026-05-03,24,Aanwezig
2191,439,10,2026-01-07,26,Afwezig
2192,439,5,2026-03-09,26,Te laat
2193,439,7,2026-01-24,26,Aanwezig
2194,439,8,2026-03-01,26,Te laat
2195,439,4,2026-04-01,26,Afwezig
2196,440,9,2026-05-06,21,Aanwezig
2197,440,8,2026-01-24,21,Aanwezig
2198,440,5,2026-03-24,21,Aanwezig
2199,440,5,2026-06-14,21,Afwezig
2200,440,3,2026-02-07,21,Afwezig
2201,441,6,2026-04-08,5,Te laat
2202,441,1,2026-02-13,5,Te laat
2203,441,4,2026-05-31,5,Afwezig
2204,441,4,2026-02-07,5,Afwezig
2205,441,1,2026-04-27,5,Te laat
2206,442,3,2026-04-30,18,Te laat
2207,442,8,2026-05-07,18,Aanwezig
2208,442,7,2026-01-02,18,Te laat
2209,442,6,2026-05-14,18,Afwezig
2210,442,1,2026-04-15,18,Aanwezig
2211,443,8,2026-03-22,16,Aanwezig
2212,443,10,2026-05-22,16,Aanwezig
2213,443,4,2026-01-19,16,Te laat
2214,443,7,2026-02-27,16,Te laat
2215,443,10,2026-03-07,16,Afwezig
2216,444,2,2026-05-26,17,Te laat
2217,444,5,2026-05-17,17,Aanwezig
2218,444,9,2026-06-12,17,Te laat
2219,444,8,2026-03-27,17,Aanwezig
2220,444,7,2026-02-27,17,Afwezig
2221,445,1,2026-03-25,14,Aanwezig
2222,445,3,2026-02-27,14,Te laat
2223,445,7,2026-02-28,14,Afwezig
2224,445,2,2026-05-06,14,Afwezig
2225,445,7,2026-01-09,14,Afwezig
2226,446,5,2026-01-09,32,Afwezig
2227,446,5,2026-06-20,32,Afwezig
2228,446,9,2026-02-21,32,Afwezig
2229,446,4,2026-04-06,32,Afwezig
2230,446,10,2026-06-10,32,Afwezig
2231,447,7,2026-01-10,34,Afwezig
2232,447,4,2026-05-03,34,Aanwezig
2233,447,1,2026-03-12,34,Aanwezig
2234,447,7,2026-03-09,34,Aanwezig
2235,447,6,2026-02-03,34,Aanwezig
2236,448,4,2026-04-01,15,Te laat
2237,448,7,2026-04-17,15,Te laat
2238,448,7,2026-02-06,15,Afwezig
2239,448,4,2026-05-30,15,Aanwezig
2240,448,10,2026-05-11,15,Aanwezig
2241,449,3,2026-02-26,31,Afwezig
2242,449,10,2026-04-23,31,Te laat
2243,449,8,2026-05-12,31,Aanwezig
2244,449,10,2026-06-16,31,Te laat
2245,449,10,2026-05-02,31,Te laat
2246,450,7,2026-02-10,23,Afwezig
2247,450,7,2026-04-21,23,Te laat
2248,450,4,2026-01-27,23,Aanwezig
2249,450,1,2026-02-20,23,Afwezig
2250,450,8,2026-04-01,23,Te laat
2251,451,1,2026-01-31,15,Aanwezig
2252,451,10,2026-02-03,15,Te laat
2253,451,9,2026-06-07,15,Te laat
2254,451,5,2026-03-16,15,Te laat
2255,451,6,2026-02-11,15,Afwezig
2256,452,3,2026-05-24,29,Aanwezig
2257,452,9,2026-06-04,29,Aanwezig
2258,452,3,2026-05-15,29,Aanwezig
2259,452,4,2026-06-07,29,Aanwezig
2260,452,7,2026-05-18,29,Te laat
2261,453,8,2026-02-18,5,Aanwezig
2262,453,8,2026-06-20,5,Afwezig
2263,453,7,2026-06-30,5,Te laat
2264,453,10,2026-01-27,5,Te laat
2265,453,5,2026-04-24,5,Afwezig
2266,454,10,2026-01-08,39,Aanwezig
2267,454,2,2026-03-04,39,Afwezig
2268,454,9,2026-03-19,39,Te laat
2269,454,9,2026-03-07,39,Te laat
2270,454,3,2026-02-13,39,Te laat
2271,455,7,2026-04-17,6,Afwezig
2272,455,6,2026-05-08,6,Aanwezig
2273,455,8,2026-01-10,6,Aanwezig
2274,455,2,2026-05-25,6,Afwezig
2275,455,10,2026-03-07,6,Afwezig
2276,456,7,2026-03-12,21,Te laat
2277,456,9,2026-01-06,21,Afwezig
2278,456,5,2026-04-18,21,Te laat
2279,456,2,2026-01-26,21,Afwezig
2280,456,7,2026-05-20,21,Aanwezig
2281,457,3,2026-06-01,39,Te laat
2282,457,9,2026-01-26,39,Te laat
2283,457,10,2026-03-05,39,Afwezig
2284,457,9,2026-05-05,39,Aanwezig
2285,457,9,2026-02-14,39,Aanwezig
2286,458,10,2026-02-19,6,Aanwezig
2287,458,2,2026-03-28,6,Afwezig
2288,458,10,2026-04-30,6,Aanwezig
2289,458,2,2026-03-04,6,Afwezig
2290,458,7,2026-05-18,6,Te laat
2291,459,4,2026-02-14,38,Te laat
2292,459,5,2026-03-03,38,Afwezig
2293,459,2,2026-05-05,38,Te laat
2294,459,3,2026-02-22,38,Te laat
2295,459,5,2026-05-11,38,Afwezig
2296,460,1,2026-04-02,37,Afwezig
2297,460,4,2026-06-05,37,Te laat
2298,460,2,2026-01-08,37,Te laat
2299,460,9,2026-06-02,37,Te laat
2300,460,9,2026-06-25,37,Afwezig
2301,461,3,2026-05-22,2,Afwezig
2302,461,2,2026-01-19,2,Aanwezig
2303,461,8,2026-05-13,2,Aanwezig
2304,461,2,2026-04-28,2,Afwezig
2305,461,7,2026-06-24,2,Te laat
2306,462,9,2026-05-12,25,Aanwezig
2307,462,1,2026-06-13,25,Aanwezig
2308,462,4,2026-02-03,25,Aanwezig
2309,462,2,2026-01-12,25,Aanwezig
2310,462,6,2026-06-02,25,Aanwezig
2311,463,10,2026-02-26,12,Afwezig
2312,463,2,2026-06-02,12,Te laat
2313,463,8,2026-06-19,12,Afwezig
2314,463,7,2026-01-13,12,Te laat
2315,463,5,2026-06-16,12,Afwezig
2316,464,9,2026-05-29,1,Afwezig
2317,464,9,2026-01-21,1,Te laat
2318,464,2,2026-02-03,1,Te laat
2319,464,8,2026-03-17,1,Te laat
2320,464,2,2026-03-22,1,Te laat
2321,465,3,2026-03-25,36,Aanwezig
2322,465,1,2026-05-12,36,Te laat
2323,465,5,2026-04-10,36,Aanwezig
2324,465,10,2026-01-12,36,Afwezig
2325,465,9,2026-01-24,36,Afwezig
2326,466,5,2026-06-19,15,Te laat
2327,466,9,2026-04-05,15,Afwezig
2328,466,6,2026-02-15,15,Aanwezig
2329,466,5,2026-06-24,15,Aanwezig
2330,466,10,2026-06-09,15,Afwezig
2331,467,6,2026-03-17,20,Afwezig
2332,467,3,2026-04-14,20,Aanwezig
2333,467,5,2026-05-19,20,Te laat
2334,467,7,2026-03-06,20,Afwezig
2335,467,4,2026-06-28,20,Afwezig
2336,468,3,2026-04-25,3,Te laat
2337,468,6,2026-03-11,3,Aanwezig
2338,468,4,2026-04-24,3,Afwezig
2339,468,9,2026-06-17,3,Aanwezig
2340,468,10,2026-05-21,3,Te laat
2341,469,4,2026-04-27,32,Aanwezig
2342,469,10,2026-02-18,32,Aanwezig
2343,469,5,2026-02-01,32,Te laat
2344,469,2,2026-04-15,32,Aanwezig
2345,469,1,2026-05-31,32,Afwezig
2346,470,9,2026-05-27,30,Aanwezig
2347,470,8,2026-05-01,30,Aanwezig
2348,470,2,2026-01-21,30,Te laat
2349,470,1,2026-02-03,30,Te laat
2350,470,4,2026-04-08,30,Afwezig
2351,471,4,2026-01-28,13,Te laat
2352,471,7,2026-04-08,13,Afwezig
2353,471,10,2026-01-26,13,Te laat
2354,471,2,2026-05-18,13,Te laat
2355,471,6,2026-02-20,13,Aanwezig
2356,472,4,2026-04-22,10,Te laat
2357,472,1,2026-02-13,10,Te laat
2358,472,1,2026-02-15,10,Aanwezig
2359,472,2,2026-03-05,10,Te laat
2360,472,8,2026-03-31,10,Te laat
2361,473,1,2026-05-01,17,Afwezig
2362,473,4,2026-04-06,17,Aanwezig
2363,473,4,2026-04-06,17,Aanwezig
2364,473,6,2026-01-24,17,Afwezig
2365,473,4,2026-02-17,17,Afwezig
2366,474,10,2026-05-08,5,Aanwezig
2367,474,5,2026-06-07,5,Aanwezig
2368,474,3,2026-02-19,5,Afwezig
2369,474,9,2026-05-26,5,Afwezig
2370,474,9,2026-02-16,5,Aanwezig
2371,475,2,2026-04-28,11,Aanwezig
2372,475,1,2026-05-04,11,Afwezig
2373,475,4,2026-04-07,11,Te laat
2374,475,7,2026-05-10,11,Te laat
2375,475,3,2026-02-15,11,Aanwezig
2376,476,1,2026-05-05,39,Aanwezig
2377,476,1,2026-03-16,39,Afwezig
2378,476,5,2026-06-17,39,Te laat
2379,476,9,2026-02-18,39,Te laat
2380,476,10,2026-02-12,39,Afwezig
2381,477,1,2026-05-04,12,Afwezig
2382,477,10,2026-03-19,12,Te laat
2383,477,8,2026-06-10,12,Afwezig
2384,477,8,2026-01-16,12,Te laat
2385,477,1,2026-04-05,12,Aanwezig
2386,478,1,2026-02-19,37,Afwezig
2387,478,6,2026-02-04,37,Te laat
2388,478,9,2026-04-07,37,Afwezig
2389,478,9,2026-06-16,37,Te laat
2390,478,6,2026-05-18,37,Te laat
2391,479,5,2026-05-06,9,Aanwezig
2392,479,2,2026-01-19,9,Aanwezig
2393,479,2,2026-04-01,9,Te laat
2394,479,3,2026-04-22,9,Afwezig
2395,479,5,2026-03-05,9,Te laat
2396,480,2,2026-06-17,8,Aanwezig
2397,480,1,2026-03-02,8,Te laat
2398,480,1,2026-01-20,8,Te laat
2399,480,2,2026-05-17,8,Aanwezig
2400,480,3,2026-05-25,8,Aanwezig
2401,481,10,2026-06-07,8,Aanwezig
2402,481,3,2026-02-01,8,Aanwezig
2403,481,10,2026-01-26,8,Aanwezig
2404,481,3,2026-06-23,8,Aanwezig
2405,481,9,2026-04-27,8,Te laat
2406,482,9,2026-06-09,11,Aanwezig
2407,482,8,2026-04-27,11,Aanwezig
2408,482,3,2026-01-17,11,Aanwezig
2409,482,3,2026-04-09,11,Te laat
2410,482,9,2026-06-09,11,Afwezig
2411,483,4,2026-04-28,4,Afwezig
2412,483,7,2026-06-24,4,Aanwezig
2413,483,8,2026-02-01,4,Afwezig
2414,483,4,2026-04-02,4,Te laat
2415,483,10,2026-06-04,4,Afwezig
2416,484,7,2026-04-07,11,Aanwezig
2417,484,9,2026-06-23,11,Afwezig
2418,484,9,2026-02-15,11,Aanwezig
2419,484,7,2026-01-27,11,Aanwezig
2420,484,6,2026-03-21,11,Aanwezig
2421,485,10,2026-01-19,19,Afwezig
2422,485,9,2026-05-28,19,Aanwezig
2423,485,2,2026-03-17,19,Te laat
2424,485,8,2026-01-20,19,Afwezig
2425,485,3,2026-02-06,19,Te laat
2426,486,1,2026-03-28,14,Afwezig
2427,486,4,2026-05-21,14,Afwezig
2428,486,1,2026-03-14,14,Afwezig
2429,486,9,2026-04-28,14,Te laat
2430,486,10,2026-06-16,14,Te laat
2431,487,5,2026-02-25,36,Te laat
2432,487,7,2026-05-07,36,Afwezig
2433,487,5,2026-05-27,36,Te laat
2434,487,6,2026-02-25,36,Te laat
2435,487,7,2026-02-25,36,Afwezig
2436,488,10,2026-03-07,24,Aanwezig
2437,488,8,2026-06-18,24,Aanwezig
2438,488,5,2026-05-05,24,Te laat
2439,488,9,2026-03-05,24,Te laat
2440,488,5,2026-06-01,24,Aanwezig
2441,489,8,2026-03-05,14,Afwezig
2442,489,7,2026-02-04,14,Afwezig
2443,489,4,2026-04-12,14,Afwezig
2444,489,3,2026-01-12,14,Te laat
2445,489,8,2026-02-16,14,Te laat
2446,490,3,2026-01-23,30,Te laat
2447,490,2,2026-01-29,30,Afwezig
2448,490,2,2026-01-12,30,Te laat
2449,490,1,2026-05-27,30,Aanwezig
2450,490,4,2026-01-27,30,Aanwezig
2451,491,6,2026-01-01,36,Te laat
2452,491,7,2026-06-15,36,Afwezig
2453,491,5,2026-05-14,36,Aanwezig
2454,491,7,2026-01-07,36,Afwezig
2455,491,9,2026-02-03,36,Aanwezig
2456,492,4,2026-01-15,38,Te laat
2457,492,7,2026-02-15,38,Te laat
2458,492,5,2026-05-16,38,Afwezig
2459,492,6,2026-02-22,38,Aanwezig
2460,492,9,2026-03-25,38,Afwezig
2461,493,3,2026-01-18,6,Afwezig
2462,493,8,2026-01-01,6,Aanwezig
2463,493,3,2026-02-20,6,Afwezig
2464,493,6,2026-06-13,6,Afwezig
2465,493,2,2026-02-27,6,Afwezig
2466,494,10,2026-04-06,16,Te laat
2467,494,3,2026-05-26,16,Aanwezig
2468,494,9,2026-02-19,16,Afwezig
2469,494,3,2026-06-25,16,Afwezig
2470,494,5,2026-06-11,16,Aanwezig
2471,495,7,2026-06-12,6,Aanwezig
2472,495,9,2026-06-01,6,Afwezig
2473,495,8,2026-06-23,6,Aanwezig
2474,495,4,2026-05-08,6,Te laat
2475,495,7,2026-01-03,6,Afwezig
2476,496,4,2026-01-09,35,Te laat
2477,496,10,2026-01-06,35,Aanwezig
2478,496,1,2026-02-06,35,Afwezig
2479,496,10,2026-02-17,35,Te laat
2480,496,7,2026-06-03,35,Te laat
2481,497,9,2026-06-23,36,Aanwezig
2482,497,1,2026-02-22,36,Afwezig
2483,497,9,2026-05-03,36,Aanwezig
2484,497,7,2026-02-15,36,Afwezig
2485,497,4,2026-05-31,36,Aanwezig
2486,498,2,2026-06-24,33,Te laat
2487,498,1,2026-06-23,33,Afwezig
2488,498,9,2026-04-08,33,Aanwezig
2489,498,9,2026-06-10,33,Aanwezig
2490,498,7,2026-04-14,33,Afwezig
2491,499,3,2026-02-07,17,Afwezig
2492,499,9,2026-04-30,17,Afwezig
2493,499,1,2026-05-14,17,Te laat
2494,499,8,2026-01-29,17,Te laat
2495,499,3,2026-03-04,17,Te laat
2496,500,9,2026-04-30,30,Aanwezig
2497,500,7,2026-01-07,30,Afwezig
2498,500,5,2026-03-01,30,Afwezig
2499,500,2,2026-02-08,30,Afwezig
2500,500,1,2026-01-05,30,Afwezig
2501,501,5,2026-03-25,6,Te laat
2502,501,2,2026-06-16,6,Te laat
2503,501,6,2026-02-26,6,Aanwezig
2504,501,2,2026-05-02,6,Te laat
2505,501,3,2026-05-07,6,Aanwezig
2506,502,1,2026-06-06,39,Te laat
2507,502,3,2026-04-11,39,Aanwezig
2508,502,5,2026-05-30,39,Te laat
2509,502,1,2026-03-07,39,Afwezig
2510,502,4,2026-01-10,39,Te laat
2511,503,4,2026-04-24,12,Aanwezig
2512,503,3,2026-06-26,12,Aanwezig
2513,503,1,2026-01-02,12,Aanwezig
2514,503,1,2026-01-06,12,Te laat
2515,503,1,2026-05-24,12,Te laat
2516,504,8,2026-01-26,16,Afwezig
2517,504,7,2026-01-08,16,Te laat
2518,504,2,2026-04-18,16,Afwezig
2519,504,9,2026-02-11,16,Afwezig
2520,504,7,2026-04-15,16,Aanwezig
2521,505,7,2026-06-18,23,Aanwezig
2522,505,4,2026-01-28,23,Te laat
2523,505,5,2026-06-29,23,Afwezig
2524,505,8,2026-05-23,23,Te laat
2525,505,6,2026-06-20,23,Aanwezig
2526,506,10,2026-01-22,22,Aanwezig
2527,506,5,2026-05-31,22,Aanwezig
2528,506,5,2026-04-04,22,Aanwezig
2529,506,8,2026-03-19,22,Te laat
2530,506,2,2026-06-07,22,Afwezig
2531,507,2,2026-04-11,14,Te laat
2532,507,7,2026-06-10,14,Te laat
2533,507,3,2026-06-09,14,Afwezig
2534,507,10,2026-06-30,14,Afwezig
2535,507,1,2026-03-24,14,Afwezig
2536,508,4,2026-01-02,34,Afwezig
2537,508,1,2026-06-22,34,Te laat
2538,508,8,2026-04-02,34,Aanwezig
2539,508,3,2026-06-20,34,Te laat
2540,508,10,2026-04-08,34,Aanwezig
2541,509,7,2026-05-23,24,Te laat
2542,509,10,2026-02-26,24,Te laat
2543,509,1,2026-04-06,24,Afwezig
2544,509,5,2026-01-16,24,Aanwezig
2545,509,3,2026-06-25,24,Afwezig
2546,510,1,2026-02-06,20,Te laat
2547,510,5,2026-02-16,20,Aanwezig
2548,510,7,2026-05-09,20,Aanwezig
2549,510,7,2026-05-22,20,Aanwezig
2550,510,5,2026-05-02,20,Aanwezig
2551,511,4,2026-02-23,14,Te laat
2552,511,3,2026-06-01,14,Aanwezig
2553,511,8,2026-05-09,14,Te laat
2554,511,2,2026-01-24,14,Afwezig
2555,511,9,2026-06-06,14,Aanwezig
2556,512,3,2026-03-13,34,Afwezig
2557,512,2,2026-04-10,34,Aanwezig
2558,512,1,2026-06-25,34,Afwezig
2559,512,4,2026-03-08,34,Afwezig
2560,512,1,2026-02-21,34,Afwezig
2561,513,4,2026-05-08,23,Afwezig
2562,513,4,2026-03-06,23,Aanwezig
2563,513,9,2026-06-22,23,Te laat
2564,513,6,2026-05-27,23,Te laat
2565,513,9,2026-06-03,23,Te laat
2566,514,8,2026-06-11,36,Afwezig
2567,514,9,2026-01-09,36,Te laat
2568,514,3,2026-05-02,36,Afwezig
2569,514,6,2026-05-11,36,Aanwezig
2570,514,1,2026-02-02,36,Aanwezig
2571,515,6,2026-02-21,24,Afwezig
2572,515,5,2026-03-08,24,Afwezig
2573,515,9,2026-04-03,24,Te laat
2574,515,4,2026-01-17,24,Te laat
2575,515,8,2026-06-10,24,Te laat
2576,516,4,2026-06-06,24,Afwezig
2577,516,3,2026-01-02,24,Aanwezig
2578,516,4,2026-02-17,24,Aanwezig
2579,516,6,2026-03-05,24,Afwezig
2580,516,3,2026-01-19,24,Afwezig
2581,517,8,2026-03-12,27,Te laat
2582,517,7,2026-02-13,27,Aanwezig
2583,517,6,2026-04-27,27,Afwezig
2584,517,4,2026-01-30,27,Aanwezig
2585,517,4,2026-04-11,27,Aanwezig
